7	0.005217789
8	0.016548804
9	0.022644530
10	0.050517182
11	0.067792013
12	0.138311254
13	0.234043322
14	0.287021277
15	0.364351936
16	0.657318409
17	0.890415418
18	1.483299689
19	2.560696938
20	5.733978949
21	6.614902477
22	12.392422724
23	17.597276683
24	25.581175009
25	22.349697130
26	27.828112427
27	37.871301558
28	34.060012281
29	60.270291716
30	62.280458039
31	106.820538234
32	139.821306433
